0b1011101 0b011
0b1100000 0b011
0b1010100 0b101
0b0111100 0b000
0b1011110 0b110
0b0010010 0b101
0b0001011 0b110
0b0101101 0b010
0b0100010 0b001
0b0011011 0b000
0b0101100 0b100
0b0010010 0b010
0b0010100 0b111
0b1000011 0b011
0b0010010 0b110
0b0010100 0b010
0b1100000 0b100
0b0001011 0b111
0b0101011 0b001
0b0101010 0b001
0b1010100 0b100
0b0001001 0b100
0b1100010 0b010
0b1010101 0b001
0b0000111 0b100
0b0011100 0b010
0b0100101 0b101
0b0010110 0b001
0b0101000 0b110
0b1011011 0b011
0b1010001 0b111
0b1001110 0b100
0b0010000 0b110
0b0000110 0b010
0b1100011 0b101
0b1001011 0b110
0b1000001 0b011
0b0100001 0b000
0b0010110 0b000
0b1011101 0b111
0b1100010 0b001
0b0111000 0b110
0b1011111 0b000
0b1010001 0b101
0b0011011 0b011
0b0101000 0b000
0b1011101 0b100
0b1001010 0b110
0b1010100 0b111
0b0110000 0b001
0b0011100 0b000
0b1001011 0b111
0b0010101 0b111
0b0001100 0b111
0b0011010 0b101
0b0111010 0b111
0b0010010 0b100
0b1011100 0b101
0b0100000 0b101
0b1011101 0b110
0b0100101 0b110
0b0010110 0b100
0b0001111 0b000
0b0011101 0b001
0b0011001 0b111
0b0011110 0b111
0b0010111 0b010
0b0111110 0b001
0b1010110 0b001
0b0001110 0b100
0b1010011 0b110
0b0101101 0b000
0b0100110 0b011
0b0111010 0b010
0b0011010 0b100
0b0011100 0b111
0b1001111 0b101
0b0010011 0b100
0b0101011 0b110
0b0010010 0b001
0b0101001 0b001
0b0101100 0b000
0b0101101 0b001
0b0110110 0b100
0b1000100 0b100
0b0011100 0b100
0b0101101 0b111
0b1001100 0b100
0b0010110 0b111
0b0110000 0b110
0b1011010 0b011
0b1010000 0b010
0b1000011 0b111
0b1001001 0b011
0b0100010 0b010
0b0101010 0b010
0b0011010 0b111
0b1000010 0b111
0b0111110 0b010
0b1000111 0b100
0b1001111 0b011
0b0011110 0b101
0b1000110 0b101
0b0110010 0b001
0b0101110 0b011
0b0100001 0b111
0b0011111 0b001
0b0011000 0b110
0b0110011 0b010
0b0101110 0b110
0b1001010 0b111
0b0011110 0b001
0b0011001 0b010
0b0011111 0b100
0b0001011 0b010
0b1000100 0b011
0b1011100 0b011
0b0010000 0b111
0b0110011 0b001
0b0111100 0b111
0b1011100 0b110
0b0110011 0b000
0b0101011 0b010
0b1011100 0b001
0b1100011 0b010
0b0111011 0b001
0b1100100 0b000
0b0111000 0b111
0b1001100 0b011
0b0011000 0b100
0b1011000 0b011
0b0010000 0b001
0b0001001 0b000
0b0011100 0b101
0b0010001 0b111
0b0101111 0b010
0b0110111 0b100
0b0110100 0b001
0b0000101 0b011
0b1000110 0b010
0b0100110 0b101
0b1100001 0b111
0b0001110 0b010
0b0110100 0b111
0b1001101 0b111
0b0000111 0b101
0b0111011 0b100
0b0110100 0b110
0b0100001 0b011
0b1001111 0b010
0b0111110 0b101
0b0001001 0b001
0b0110101 0b101
0b0111110 0b111
0b1011001 0b101
0b1000001 0b111
0b0001001 0b111
0b1011110 0b000
0b1010000 0b011
0b0011011 0b111
0b1100010 0b100
0b0011111 0b011
0b0111010 0b001
0b0100000 0b100
0b0011001 0b011
0b0100000 0b011
0b1011010 0b111
0b0011001 0b101
0b0110001 0b000
0b1001010 0b001
0b0110100 0b100
0b0111101 0b010
0b1000010 0b110
0b0101101 0b110
0b1000011 0b000
0b0100101 0b001
0b1001101 0b100
0b1010001 0b110
0b0100100 0b001
0b1010000 0b110
0b0010001 0b101
0b0011110 0b011
0b1100001 0b000
0b1011111 0b100
0b0010110 0b101
0b1100000 0b101
0b0100011 0b111
0b1000101 0b100
0b0111100 0b010
0b1000010 0b011
0b0110100 0b010
0b1010101 0b010
0b0110010 0b101
0b0110001 0b001
0b0111100 0b100
0b1011100 0b111
0b0110110 0b001
0b0110010 0b010
0b1001011 0b001
0b0111010 0b000
0b0111111 0b111
0b0101101 0b101
0b0010101 0b110
0b0101111 0b111
0b0011101 0b011
0b0100101 0b010
0b0010001 0b010
0b1010100 0b011
0b0100001 0b010
0b1001000 0b011
0b1011110 0b100
0b0100111 0b010
0b0101011 0b011
0b1010001 0b010
0b1010111 0b010
0b0010101 0b010
0b1001001 0b110
0b1100010 0b111
0b0001000 0b101
0b0001010 0b110
0b0011100 0b011
0b1011100 0b100
0b1011011 0b000
0b0111101 0b000
0b1000100 0b101
0b1001101 0b000
0b0011010 0b000
0b0001010 0b001
0b0100100 0b011
0b1010010 0b101
0b1001110 0b000
0b0010001 0b000
0b0001000 0b110
0b0010001 0b011
0b0110110 0b111
0b1100011 0b001
0b1000100 0b001
0b0010111 0b100
0b1000111 0b011
0b0010100 0b000
0b0010011 0b000
0b1011011 0b110
0b1100000 0b110
0b0100100 0b000
0b0010010 0b011
0b1100000 0b111
0b0110001 0b110
0b0100110 0b010
0b1001110 0b110
0b1011000 0b110
0b1010010 0b011
0b0111000 0b001
0b0000111 0b001
0b1001001 0b010
0b0010001 0b001
0b0001011 0b100
0b0101110 0b000
0b1010101 0b110
0b1000111 0b110
0b0000110 0b111
0b0110111 0b010
0b0011111 0b000
0b1100100 0b001
0b0100111 0b001
0b1010010 0b100
0b1000001 0b010
0b0000101 0b000
0b0111101 0b110
0b0101001 0b011
0b0001100 0b001
0b0101010 0b011
0b1100011 0b011
0b0001101 0b001
0b0011101 0b111
0b0001110 0b111
0b1010100 0b000
0b0111110 0b110
0b1001001 0b001
0b0010110 0b011
0b1001011 0b011
0b0111011 0b010
0b0100110 0b100
0b1001111 0b110
0b1001111 0b111
0b1000110 0b100
0b1011111 0b011
0b0011110 0b010
0b0111100 0b011
0b1010011 0b101
0b0110111 0b011
0b0101011 0b111
0b1100011 0b100
0b0111101 0b100
0b0010100 0b001
0b0100010 0b111
0b1010110 0b111
0b1000100 0b110
0b1010010 0b001
0b0001111 0b001
0b0111000 0b010
0b0110110 0b110
0b0110111 0b001
0b1000011 0b001
0b0111111 0b000
0b1000000 0b111
0b0001111 0b101
0b0001010 0b101
0b0000101 0b010
0b0101001 0b111
0b0111111 0b011
0b1011101 0b101
0b0101110 0b100
0b0110011 0b011
0b1000110 0b110
0b0111100 0b101
0b1001001 0b111
0b1000101 0b001
0b1000111 0b111
0b1001110 0b010
0b1011011 0b010
0b1001100 0b001
0b1000001 0b101
0b0110011 0b110
0b1000001 0b110
0b0111001 0b010
0b0101101 0b100
0b1001010 0b000
0b1001011 0b101
0b1001000 0b010
0b1010111 0b001
0b0101001 0b100
0b1001101 0b001
0b1001011 0b000
0b1001101 0b010
0b0110010 0b110
0b1010110 0b101
0b0100001 0b110
0b0101000 0b111
0b0001100 0b110
0b0000101 0b110
0b1000000 0b001
0b0110000 0b101
0b0101100 0b101
0b0011001 0b110
0b0110110 0b101
0b0011010 0b010
0b0000111 0b000
0b0011000 0b001
0b1011011 0b100
0b1000011 0b110
0b1001101 0b110
0b0110111 0b110
0b1010100 0b010
0b0100011 0b010
0b0000111 0b111
0b0100110 0b001
0b1001101 0b101
0b0110110 0b010
0b0011000 0b101
0b1100011 0b111
0b0011111 0b010
0b0111111 0b100
0b0001110 0b101
0b0011010 0b110
0b0011111 0b110
0b1010110 0b100
0b0100100 0b101
0b1010111 0b101
0b0010000 0b010
0b0100101 0b011
0b0100101 0b111
0b0001101 0b111
0b0100010 0b000
0b1001010 0b100
0b0100101 0b100
0b0010011 0b011
0b0000101 0b101
0b1001111 0b100
0b1011001 0b011
0b0010010 0b000
0b0010111 0b101
0b0010000 0b101
0b0110001 0b101
0b1000000 0b000
0b1011100 0b010
0b0110100 0b000
0b1011011 0b111
0b1010011 0b100
0b0110101 0b010
0b1100000 0b000
0b0100010 0b110
0b1011101 0b001
0b1000011 0b100
0b0010110 0b010
0b0001011 0b001
0b0101000 0b011
0b0111111 0b001
0b1001001 0b100
0b0100100 0b110
0b0010111 0b001
0b0111010 0b011
0b0010111 0b110
0b0110011 0b101
0b1000111 0b010
0b0110111 0b111
0b1001110 0b011
0b0110001 0b111
0b1010000 0b100
0b1011111 0b111
0b0101100 0b111
0b0111110 0b011
0b0111001 0b011
0b0011111 0b111
0b0001000 0b001
0b1011110 0b111
0b1001010 0b011
0b1000110 0b001
0b0100000 0b000
0b0110000 0b100
0b1001110 0b101
0b1100001 0b001
0b0111100 0b001
0b1000101 0b101
0b1100000 0b010
0b1000010 0b010
0b1000011 0b010
0b0100111 0b011
0b0100111 0b111
0b0101101 0b011
0b0111111 0b110
0b0001001 0b010
0b0101010 0b101
0b0001101 0b011
0b1010010 0b010
0b1010001 0b100
0b1000101 0b111
0b0101110 0b001
0b1001110 0b111
0b1010110 0b011
0b0110101 0b000
0b0101110 0b111
0b1011110 0b101
0b0001111 0b010
0b0001000 0b000
0b0001110 0b000
0b1011001 0b110
0b1011011 0b001
0b0011110 0b100
0b0111100 0b110
0b0011101 0b110
0b0110001 0b010
0b0010011 0b101
0b1010011 0b000
0b0100010 0b011
0b0011001 0b000
0b1000010 0b001
0b0001010 0b010
0b0001111 0b100
0b1100011 0b110
0b1010011 0b011
0b0000101 0b001
0b1011010 0b001
0b1011010 0b110
0b0011011 0b001
0b0100110 0b110
0b1001100 0b110
0b0101111 0b001
0b0101110 0b101
0b1010000 0b000
0b0011001 0b001
0b0100110 0b111
0b1000000 0b100
0b0100000 0b001
0b0001001 0b110
0b0011011 0b010
0b0110101 0b001
0b1100010 0b110
0b0011010 0b011
0b1011010 0b010
0b0101110 0b010
0b1000000 0b010
0b0001011 0b101
0b0011011 0b101
0b0110010 0b000
0b1001011 0b010
0b0100111 0b000
0b0111000 0b011
0b1001111 0b000
0b0111010 0b100
0b0111011 0b011
0b0100011 0b100
0b0010111 0b011
0b0101000 0b010
0b1001000 0b101
0b0011101 0b101
0b0001101 0b100
0b1000000 0b011
0b0111011 0b111
0b0100100 0b010
0b0100101 0b000
0b0111010 0b101
0b0101011 0b100
0b0111011 0b000
0b0011101 0b100
0b0001010 0b000
0b0100011 0b110
0b1000100 0b000
0b0110101 0b011
0b0111101 0b011
0b0110010 0b011
0b0111111 0b010
0b1001000 0b100
0b1010110 0b110
0b1010000 0b111
0b1000101 0b110
0b0000101 0b100
0b0101100 0b011
0b1100010 0b000
0b1011001 0b111
0b0110101 0b111
0b0100100 0b100
0b1010111 0b011
0b0110010 0b111
0b0110101 0b100
0b1000011 0b101
0b1010111 0b000
0b0101010 0b000
0b1001001 0b101
0b1010001 0b001
0b0001000 0b100
0b0100000 0b111
0b0001000 0b011
0b0010010 0b111
0b1000010 0b000
0b0111101 0b111
0b0111000 0b000
0b0010011 0b001
0b1000000 0b110
0b0000111 0b010
0b0101011 0b101
0b0111001 0b101
0b0110100 0b101
0b1100010 0b101
0b0110110 0b000
0b0110000 0b011
0b0100011 0b000
0b1011000 0b100
0b0001010 0b100
0b1000110 0b111
0b0010011 0b110
0b1100011 0b000
0b1100000 0b001
0b1100001 0b100
0b0111001 0b100
0b0101010 0b110
0b0001011 0b000
0b1001010 0b010
0b1010011 0b111
0b0001111 0b110
0b1000110 0b000
0b0100111 0b100
0b0001011 0b011
0b0110001 0b011
0b1011000 0b001
0b0011000 0b010
0b0111001 0b111
0b0001100 0b101
0b0100001 0b001
0b1001000 0b110
0b0101010 0b111
0b0111110 0b100
0b1000001 0b100
0b0001101 0b010
0b1000001 0b000
0b1000101 0b000
0b0101000 0b101
0b1010000 0b101
0b0101100 0b110
0b1011000 0b101
0b0010000 0b100
0b0001101 0b110
0b0111001 0b000
0b1010101 0b011
0b1000010 0b100
0b1011001 0b000
0b0110111 0b000
0b0110111 0b101
0b1100001 0b110
0b1010100 0b110
0b0111011 0b110
0b1011110 0b011
0b0010111 0b111
0b0001000 0b010
0b0001000 0b111
0b0011011 0b110
0b0010101 0b001
0b1010001 0b000
0b0101001 0b000
0b1000101 0b011
0b1001001 0b000
0b1100001 0b011
0b0010100 0b101
0b0100010 0b101
0b0011111 0b101
0b0100010 0b100
0b0101111 0b100
0b0010001 0b110
0b1000111 0b000
0b0011101 0b000
0b1000100 0b111
0b0001100 0b100
0b0001110 0b110
0b0101100 0b010
0b0011000 0b011
0b0000111 0b110
0b0011110 0b000
0b0010001 0b100
0b0100111 0b110
0b1011000 0b111
0b0011100 0b001
0b0011100 0b110
0b1011010 0b101
0b0000110 0b000
0b0011110 0b110
0b0110000 0b000
0b1000111 0b101
0b0100111 0b101
0b1011000 0b010
0b1010110 0b000
0b0100001 0b101
0b1001100 0b111
0b0101111 0b000
0b1001011 0b100
0b0101001 0b101
0b1010100 0b001
0b0000110 0b100
0b1001000 0b111
0b0101111 0b101
0b1011110 0b010
0b1010101 0b000
0b1010011 0b010
0b1010011 0b001
0b1011001 0b100
0b0010111 0b000
0b1010111 0b100
0b1010111 0b111
0b0000111 0b011
0b0001010 0b011
0b1000111 0b001
0b0111110 0b000
0b0001101 0b000
0b0101000 0b100
0b0111000 0b101
0b0010100 0b011
0b0000110 0b101
0b0000101 0b111
0b0001101 0b101
0b0010101 0b000
0b0010000 0b011
0b0001010 0b111
0b0011000 0b000
0b0111001 0b001
0b1010111 0b110
0b0011101 0b010
0b1011111 0b110
0b0001111 0b011
0b0111001 0b110
0b0010100 0b110
0b0111111 0b101
0b0100100 0b111
0b1000010 0b101
0b0011001 0b100
0b1001110 0b001
0b0101010 0b100
0b1010101 0b101
0b0100011 0b001
0b0101001 0b110
0b0110001 0b100
0b0010101 0b101
0b0010100 0b100
0b0001001 0b101
0b1010101 0b111
0b0001111 0b111
0b1010010 0b111
0b1011001 0b010
0b0110010 0b100
0b1001100 0b010
0b0010101 0b100
0b0101111 0b011
0b1010101 0b100
0b1010010 0b110
0b1000000 0b101
0b0010011 0b111
0b0011010 0b001
0b0001100 0b000
0b1011101 0b010
0b0100001 0b100
0b0111011 0b101
0b1000110 0b011
0b0111101 0b101
0b1011100 0b000
0b0101011 0b000
0b1100001 0b101
0b0101000 0b001
0b0101111 0b110
0b0010110 0b110
0b1001100 0b000
0b0110110 0b011
0b1000001 0b001
0b1011000 0b000
0b0110100 0b011
0b0110011 0b111
0b0100000 0b010
0b1010001 0b011
0b0001001 0b011
0b0110011 0b100
0b1011111 0b010
0b0001110 0b011
0b1011101 0b000
0b0100011 0b101
0b0011011 0b100
0b0100011 0b011
0b0101100 0b001
0b0000110 0b110
0b0110000 0b111
0b1001000 0b001
0b0001100 0b010
0b0001110 0b001
0b1000100 0b010
0b0111101 0b001
0b0010101 0b011
0b1011010 0b000
0b1001100 0b101
0b1011110 0b001
0b0000110 0b011
0b1010110 0b010
0b1100010 0b011
0b1011011 0b101
0b0101001 0b010
0b0001100 0b011
0b0011000 0b111
0b1001111 0b001
0b1100001 0b010
0b0100110 0b000
0b0000110 0b001
0b0111010 0b110
0b0010011 0b010
0b1011001 0b001
0b1010000 0b001
0b1011111 0b101
0b1011010 0b100
0b1001000 0b000
0b0010000 0b000
0b1010010 0b000
0b0110000 0b010
0b1011111 0b001
0b1001101 0b011
0b1000101 0b010
0b0111000 0b100
0b0110101 0b110
0b0100000 0b110
